Type,title,Price VND,Price USD,Area (m2),Width,Length,bedrooms,bathrooms,district,price,,
House,Hẻm Ôtô Đường Điện Biên Phủ  Phường 11 Quận 10 .,8200000000,"328,000",62,5.2,12,4,3,Quan 10,5290.32,,
House,"SÁT MẶT TIỀN KHÁNH HỘI Q4
XE HƠI NGAY NHÀ HƠN  2 TỶ",2380000000,"95,200",18,3.6,5.5,4,3,Quan 4,5288.89,,
House,"Bán nhà đi định cư, THÍCH QUẢNG ĐỨC, PHÚ NHUẬN, nhỉnh 5 tỷ:",5950000000,"238,000",45,4,11,5,5,Quan Phu Nhuan,5288.89,,
House,"HOÀNG HOA THÁM, P6, BÌNH THẠNH - HXH - 50M2 (5x10) A4 - 6.6 TỶ.",6600000000,"264,000",50,5,10,3,2,Quan Binh Thanh,5280,,
House,"BT011 - 
NHÀ TÂN PHÚ - ĐẸP LUNG LINH - 3 TẦNG THIẾT KẾ HIỆN ĐẠI - TRỊNH ĐÌNH TRỌNG - 60M2 - NGANG",7900000000,"316,000",60,5,12,4,3,Quan Tan Phu,5266.67,,
House,Ngộp Lắm Rồi Hẻm Xe Hơi 440 Thống Nhất Gò Vấp 5 Tầng 4PN,7900000000,"316,000",60,4,15,4,5,Quan Go Vap,5266.67,,
House,Nhà 5 Tầng 4PN Hẻm Xe Hơi 440 Thống Nhất Gò Vấp - Full Nội Thất,7900000000,"316,000",60,4,15,4,5,Quan Go Vap,5266.67,,
House,"Bán gấp nhà mặt hẻm 8m, đường Trường Chinh, 8,9 tỷ, 67m2,",17500000000,"700,000",133,7,18,1,1,Quan Tan Binh,5263.16,,
Villa,"Biệt Thự Mini Trần Thị Năm, P. Tân Chánh Hiệp, Quận 12. Giảm giá Sốc còn 9.2 tỷ",9200000000,"368,000",70,6.4,13,3,4,Quan 12,5257.14,,
House,"+👉 SỐC SIÊU PHẨM NGỘP BÁN NHÀ TÂN PHÚ 4*12  VỚI 4 LẦU NHỈNH 6,2 TỶ",6300000000,"252,000",48,4,12,4,3,Quan Tan Phu,5250,,
House,GẤP bán nhà 4 lầu đẹp HXT Quang Trung 80m2 ngang 4m ngay Mercedes Benz KD tốt 10.x tỷ.,10500000000,"420,000",80,4,20,6,6,Quan Go Vap,5250,,
House,NHÀ BÁN CHÍNH CHỦ GẦN MẶT TIỀN DƯƠNG QUẢNG HÀM - P.5 - GÒ VẤP,10500000000,"420,000",80,4,20,6,7,Quan Go Vap,5250,,
House,"5 TẦNG, 4PN, BÁN NHÀ VIP NGUYỄN VĂN KHỐI, HẺM XE TẢI, P8 GÒ VẤP, 6.X TỶ",6290000000,"251,600",48,4,12,4,4,Quan Go Vap,5241.67,,
House,"Nhà bán phường 10 quận Gò Vấp nhà cấp 4 ở sạch sẽ gần mặt tiền đường diện tích to 6,5mx14m hẻm to x",11000000000,"440,000",84,6,14,2,2,Quan Go Vap,5238.1,,
House,BÁN NHÀ MẶT PHỐ HIỆP BÌNH CHÁNH - THỦ ĐỨC - 16.5 TỶ - 126M2 - 4 TẦNG - 5PN - 7WC,16500000000,"660,000",126,7,18,5,7,Thanh pho Thu Đuc,5238.1,,
House,NHÀ CHÍNH CHỦ 2MT ĐƯỜNG ĐỖ THÚC TỊNH - PHƯỜNG 12 - GÒ VẤP,8500000000,"340,000",65,5,13,4,5,Quan Go Vap,5230.77,,
House,"KHU ĐÔNG ÂU HOÀNG QUỐC VIỆT PHÚ MỸ QUẬN 7, 4 TẦNG 4.5 × 14M CHỈ 8.2 TỶ",8200000000,"328,000",63,4.5,14,5,5,Quan 7,5206.35,,
House,"VỪA RẺ, VỪA XỊN - TRUNG TÂM THỦ ĐỨC - GẦN VICOM, KHU ĐẠI HỌC - ĐỊNH CƯ BÁN GẤP CĂN 4 TẦNG ĐƯỜNG XE",6500000000,"260,000",50,4.6,11,4,5,Thanh pho Thu Đuc,5200,,
House,"Chỉ 160tr/m2 có nhà MT KD Âu Cơ, P14, Tàn Bình, 214m2, 3 rầng, rẻ hơn HXH khu vực.",27800000000,"1,112,000",214,5.1,42,4,5,Quan Tan Binh,5196.26,,
House,BÁN NHÀ CHÍNH CHỦ MẶT TIỀN 11 MÉT - HOÀNG HOA THÁM - PHÚ NHUẬN - SÁT HXH - NHĨNH 5TỶ,5700000000,"228,000",44,4,11,3,3,Quan Phu Nhuan,5181.82,,
House,BÁN NHÀ CHÍNH CHỦ MẶT TIỀN 11 MÉT - HOÀNG HOA THÁM - PHÚ NHUẬN - SÁT HXH - NHĨNH 5TỶ,5700000000,"228,000",44,4,11,3,3,Quan Phu Nhuan,5181.82,,
House,Bán nhà 3 tầng Đường Điện Biên Phủ P.17 Q.Bình Thạnh DT 55m2(5x11) chỉ nhỉnh 6Tỷ,7100000000,"284,000",55,5,11,4,5,Quan Binh Thanh,5163.64,,
House,Hẻm Ôtô Tải Thông Ngô Tất Tố Quận Bình Thạnh Phường 21.,8000000000,"320,000",62,3.7,17,3,3,Quan Binh Thanh,5161.29,,
House,NHÀ TÂN BÌNH - HẺM XE TẢI KINH DOANH THÔNG- DT 100M2 VUÔNG- NGANG 7 ĐẸP - 5 TẦNG 8 PHÒNG + SÂN,12900000000,"516,000",100,7,14,8,7,Quan Tan Binh,5160,,
House,"Nhà KHU PHÂN LÔ VIP LÊ VĂN QUỚI ,SÁT MẶT TIỀN, 57M2, 5 TẦNG, 5PN, FULL NỘI THẤT, CHỈ HƠN 7 TỶ",7350000000,"294,000",57,4.6,13,5,5,Quan Binh Tan,5157.89,,
House,Bán nhà 357/11 Cách Mạng Tháng 8 33m2 chỉ 4.25 Tỷ,4250000000,"170,000",33,4,8.5,2,1,Quan 10,5151.52,,
House,Ôtô Ngủ Trong Nhà Nguyễn Tư Giản Quận Gò Vấp Phường 12.,8500000000,"340,000",66,4.6,14.5,4,4,Quan Go Vap,5151.52,,
House,HẺM 4M - GẦN LOTTE MART QUẬN 7 - NHÀ ĐẸP Ở NGAY - 45M2  - NHỈN 5 TỶ,5790000000,"231,600",45,4,11.5,4,4,Quan 7,5146.67,,
House,Đường Thích Quảng Đức Phường 5 Quận Phú Nhuận.,5650000000,"226,000",44,4,11,2,2,Quan Phu Nhuan,5136.36,,
House,"Bán nhà HXT Tô Hiệu 8x16m2 3T gần chợ, trường học khu dân trí cao giá chỉ 16 tỷxx",16500000000,"660,000",129,8,16,5,5,Quan Tan Phu,5116.28,,
House,PHAN VĂN TRỊ - GÒ VẤP - CÁCH 1 CĂN RA MT - HẺM NHỰA 6M - Ô TÔ NGỦ TRONG NHÀ - 4 TẦNG BTCT - 4 PN -,5600000000,"224,000",44,4.2,9,4,3,Quan Go Vap,5090.91,,
House,Bán Nhà 2 Tầng 55m² Lê Hồng Phong 2PN2WC- Vị Trí Vàng Quận 10,7000000000,"280,000",55,3,18,2,2,Quan 10,5090.91,,
House,Bán nhà 3 tầng Đường Điện Biên Phủ P.17 Q.Bình Thạnh DT 55m2(5x11) chỉ nhỉnh 6Tỷ,6990000000,"279,600",55,5,11,4,5,Quan Binh Thanh,5083.64,,
House,Bán nhà 3 tầng Đường Điện Biên Phủ P.17 Q.Bình Thạnh DT 55m2(5x11) chỉ nhỉnh 6Tỷ,6990000000,"279,600",55,5,11,4,5,Quan Binh Thanh,5083.64,,
House,"Nhà 2 tầng hẻm thẳng Đông Hồ P4Q8. Giá 3,3 tỷ TL",3300000000,"132,000",26,2.9,9,2,2,Quan 8,5076.92,,
House,"Nhà 2 tầng hẻm thẳng Đông Hồ P4Q8. Giá 3,3 tỷ TL",3300000000,"132,000",26,2.9,9,2,2,Quan 8,5076.92,,
House,"Nhà 2 tầng hẻm thẳng Đông Hồ P4Q8. Giá 3,3 tỷ TL",3300000000,"132,000",26,2.9,9,2,2,Quan 8,5076.92,,
House,"Nhà 2 tầng hẻm thẳng Đông Hồ P4Q8. Giá 3,3 tỷ TL",3300000000,"132,000",26,2.9,9,2,2,Quan 8,5076.92,,
House,"Hot hot chỉ 3,3 tỷ có ngay nhà đường số 8 Gò Vấp 27m2, 2 tầng, hẻm xe hơi thông sát hẻm ô tô",3300000000,"132,000",26,4,7,1,1,Quan Go Vap,5076.92,,
House,"NGAY CÔNG VIÊN LÀNG HOA - NGUYỄN VĂN KHỐI, P.9, GÒ VẤP - 39M² - 4 TẦNG – 4PN - CHỈ 4.96 TỶ",4950000000,"198,000",39,3.5,11,4,3,Quan Go Vap,5076.92,,
House,"Bán Nhà HXH LêTrọngTấn,Q.T.Phú ngay ĐH Công thương 130m2 3T ngang 8m hỉ 16ỷxx",16500000000,"660,000",130,8,16,5,5,Quan Tan Phu,5076.92,,
House,"Bán Nhà Mặt Tiền Thới An Quận 12, Đường Xe Tải Tránh, Chủ Vay Bank Cần Bán Nhanh",5700000000,"228,000",45,4.5,10,2,2,Quan 12,5066.67,,
House,Ngộp Hồng Bàng - Quận 11 - 60m - HXH vô nhà - 3 tầng BTCT,7580000000,"303,200",60,4,15,4,4,Quan 11,5053.33,,
House,Ngộp Hồng Bàng - Quận 11 - 60m - HXH vô nhà - 3 tầng BTCT,7580000000,"303,200",60,4,15,4,4,Quan 11,5053.33,,
House,BÁN NHÀ  HẺM XE HƠI TÂN PHÚ-TÔ HIỆU-4 TẦNG- 50m2- SIU ĐẸP chỉ nhỉnh 6Tỷ,6300000000,"252,000",50,4,12,4,4,Quan Tan Phu,5040,,
House,"Bán nhà phố mới full nội thất, Thạnh Xuân, Q12, HXH, SHR, giá chỉ 6,55 tỷ",6550000000,"262,000",52,4,13,4,6,Quan 12,5038.46,,
House,Bán nhà VTKD 6m Gò Dầu quận Tân Phú 4 x 18m- 3 tầng chỉ 8.8 tỷ tl tốt,8800000000,"352,000",70,4,18,4,4,Quan Tan Phu,5028.57,,
House,Đường Cầm Bá Thước Quận Phú Nhuận Phường 7.,5880000000,"235,200",47,3.7,13,6,6,Quan Phu Nhuan,5004.26,,
House,"Hot hot chỉ 2,75 tỷ có ngay nhà Thống Nhất Gò Vấp 22m2, 2 tầng, tiện ích xung quanh không thiếu gì",2750000000,"110,000",22,4,7,2,2,Quan Go Vap,5000,,
House,"Nhà Gấp Bán Lô Góc Phạm Văn Bạch 40mz,Nhỉnh 5 Tỷ Phường 15 Tân Bình",5000000000,"200,000",40,4,10,2,2,Quan Tan Binh,5000,,
House,"Gấp Bán - Nhà 3 Tầng Hiệp Bình Chánh, Sát Bên Gigamall, Chỉ 7 Tỷ - Kh phân lô đồng bộ, hẻm xe hơi",7000000000,"280,000",56,4,14,3,3,Thanh pho Thu Đuc,5000,,
House,"Tìm chủ mới cho nhà 5 tầng hxh BÀNH VĂN TRÂN- CMT8 nội thất xịn, gần MT",7500000000,"300,000",60,4.3,14,3,5,Quan Tan Binh,5000,,
House,"KHU PHÂN LÔ Ô BÀN CỜ, KDC NAM LONG-PHÚ THUẬN QUẬN 7, 4* 20M* 3 TẦNG 10 TỶ",10000000000,"400,000",80,4,20,4,4,Quan 7,5000,,
House,"KHU PHÂN LÔ Ô BÀN CỜ, KDC NAM LONG-PHÚ THUẬN QUẬN 7, 4* 20M* 3 TẦNG 10 TỶ",10000000000,"400,000",80,4,20,4,4,Quan 7,5000,,
House,"KHU PHÂN LÔ Ô BÀN CỜ, KDC NAM LONG-PHÚ THUẬN QUẬN 7, 4* 20M* 3 TẦNG 10 TỶ",10000000000,"400,000",80,4,20,4,4,Quan 7,5000,,
House,"KHU PHÂN LÔ Ô BÀN CỜ, KDC NAM LONG-PHÚ THUẬN QUẬN 7, 4* 20M* 3 TẦNG 10 TỶ",10000000000,"400,000",80,4,20,4,4,Quan 7,5000,,
House,"KHU PHÂN LÔ Ô BÀN CỜ, KDC NAM LONG-PHÚ THUẬN QUẬN 7, 4* 20M* 3 TẦNG 10 TỶ",10000000000,"400,000",80,4,20,4,4,Quan 7,5000,,
House,Bán nhà Lê Văn Lương 4.2*21 5 tầng phương Tân Kiển Quận 7 giá chỉ 11 tỷ,11000000000,"440,000",88,4.2,21,6,7,Quan 7,5000,,
House,Bán nhà Lê Văn Lương 4.2*21 5 tầng phương Tân Kiển Quận 7 giá chỉ 11 tỷ,11000000000,"440,000",88,4.2,21,6,7,Quan 7,5000,,
House,Bán nhà mặt tiền hẻm 112m2 giá chỉ 14 tỷ quận bình Thạnh,14000000000,"560,000",112,8,14,4,5,Quan Binh Thanh,5000,,
Land,"Bán đất tại Đường Số 3, Phường Tân Kiểng, Quận 7, TP HCM giá 132 triệu/m2",28000000000,"1,120,000",224,8,28,1,9,Quan 7,5000,,
House,Bán Nhà 4TẦNG 2 Mặt HXH Phan Văn Trị F10 Gò Vấp 4×12 6 Tỷ Nhỏ,5990000000,"239,600",48,4,12,3,4,Quan Go Vap,4991.67,,
House,"BÁN NHÀ – LÊ VĂN DUYỆT, P.1, BÌNH THẠNH - NGANG 3.5M - 53M² - 5PN - 3 TẦNG - GIÁ CHỈ 6.6 TỶ",6600000000,"264,000",53,4,15,5,2,Quan Binh Thanh,4981.13,,
House,NHÀ MẶT TIỀN LÊ THỊ CHỢ QUẬN 7 - 136m2 ( 2 CĂN) - 4 TÀNG - 16TY9,16900000000,"676,000",136,5,27.5,4,5,Quan 7,4970.59,,
House,"NHÀ GÒ VẤP DƯỚI 8 TỶ
NHÀ BÁN CHÍNH CHỦ KẾ MẶT TIỀN LÊ VĂN THỌ - P.11 - GÒ VẤP",7950000000,"318,000",64,4,16,4,5,Quan Go Vap,4968.75,,
House,BÁN NHÀ TRONG NGÕ GÒ VẤP - 80M2 - 5 TẦNG - SỔ HỒNG CHÍNH CHỦ - 9.9 TỶ,9900000000,"396,000",80,5,16,5,6,Quan Go Vap,4950,,
House,"Bán nhà HXH 4*18 3 tầng mới đẹp Bình Thuận Quận 7 giá chỉ 8,9 tỷ",8900000000,"356,000",72,4,18,3,5,Quan 7,4944.44,,
House,Bán nhà phường 2 quận 8 65m2 2 tầng  riêng lẻ Nguyễn Thị Tần   giá chỉ 8 tỷ,8000000000,"320,000",65,4.3,15,3,5,Quan 8,4923.08,,
House,Bán nhà riêng lẻ Nguyễn Thị Tần phường 2 quận 8 65m2 2 tầng  giá chỉ 8 tỷ,8000000000,"320,000",65,4.3,15,3,5,Quan 8,4923.08,,
House,Bán nhà riêng lẻ 65m2 2 tầng Nguyễn Thị Tần phường 2 quận 8 giá chỉ 8 tỷ,8000000000,"320,000",65,4.3,15,3,5,Quan 8,4923.08,,
House,"Bán nhà HXH 4.2*18 Huỳnh Tấn Phát 4 tầng phường Tân Thuận Tây q7 giá chỉ 9.1 tỷ 


Bán nhà HXH",9100000000,"364,000",74,4.2,18,4,5,Quan 7,4918.92,,
House,"Bán nhà HXH 4.2*18 Huỳnh Tấn Phát 4 tầng phường Tân Thuận Tây q7 giá chỉ 9.1 tỷ 


Bán nhà HXH",9100000000,"364,000",74,4.2,18,4,5,Quan 7,4918.92,,
House,"Bán nhà HXH 4.2*18 Huỳnh Tấn Phát 4 tầng phường Tân Thuận Tây q7 giá chỉ 9.1 tỷ 


Bán nhà HXH",9100000000,"364,000",74,4.2,18,4,5,Quan 7,4918.92,,
Apartment,CĂN GÓC 4 MẶT HXH THÔNG ĐƯỜNG CHIẾN LƯỢC CHỈ 2.x TỶ,2950000000,"118,000",24,3.4,7,2,2,Quan Binh Tan,4916.67,,
House,"**Bán nhà Lê Lai ** phường 12, quận Tân Bình. 4,6 x 16 - 8,1 tỷ",8100000000,"324,000",66,5,16,8,8,Quan Tan Binh,4909.09,,
House,+1 BÁN NHÀ GẦN Q1 - 42M2 - 3 PN - VIEW LANDMARK - FULL NỘI THÁT,5150000000,"206,000",42,4,10.5,3,2,Quan Binh Thanh,4904.76,,
Land,"BÁN GẤP MT KHU TÊN LỬA 4 TẦNG 80M2 FULL NỘI THẤT GIÁ CHỈ 9,.8 TỶ",9800000000,"392,000",80,4,20,4,4,Quan Binh Tan,4900,,
Land,"Bán đất xây CHVD, QUẬN 3, CMT8,  6m x 20m, chỉ nhỉnh 14 tỷ",14700000000,"588,000",120,6,20,3,3,Quan 3,4900,,
House,"Nhà Nguyễn Văn Nghi Gò Vấp 98m2, 12 tỷ, 3 tầng, hẻm xe hơi thông cách mặt tiền 50m gần chợ Gò Vấp,",12000000000,"480,000",98,5,19,2,2,Quan Go Vap,4897.96,,
House,"chính chủ bán 493/44/8 cách mạng tháng 8 p 13 quận 10 nhà 3 lầu sổ cn 38m 4,65 tỉ tl",4650000000,"186,000",38,33,12,4,1,Quan 10,4894.74,,
House,"chính chủ bán 493/44/8 cách mạng tháng 8 p 13 quận 10 nhà 3 lầu sổ cn 38m 4,65 tỉ tl",4650000000,"186,000",38,33,12,4,1,Quan 10,4894.74,,
House,Hẻm 6m Xe Tải Thông 47m2 - Tân Hoà Đông Quận 6 5.75 Tỷ,5750000000,"230,000",47,3.7,13,3,2,Quan 6,4893.62,,
House,"Bán Nhà HXH Ngang 5m Phan Cát Tựu,An Lạc A.Bình Tân. DT 40m2 x 2 tầng. 
Giá 4.89 tỷ TL.",4890000000,"195,600",40,5,8,2,2,Quan Binh Tan,4890,,
House,Bán Nhà 3 Tầng 4*12 Hẻm 5M 1/EMart Phan Huy Ích 6 Tỷ Nhỏ,5990000000,"239,600",49,4,12,3,4,Quan Go Vap,4889.8,,
House,"Bán nhà Hẻm Ô tô Tô Hiến Thành Quận 10, 5x9m,  4 tầng chỉ 5.5 tỷ.",5500000000,"220,000",45,5,9,4,4,Quan 10,4888.89,,
Apartment,4x18.5 6 tầng thang máy hẻm 8m Hương Lộ 2 6PN 9 tỷ,9000000000,"360,000",74,4,18.5,6,7,Quan Binh Tan,4864.86,,
House,"Bình Tân, Nhà mới đẹp 2 tấm rưỡi,Hạ giá 300 triệu bán lỗ về quê.Chỉ còn 2tyr430 triệu.",2430000000,"97,200",20,3.2,7,2,3,Quan Binh Tan,4860,,
House,"Nhà đẹp HXH 1trục thông, P13 Bình Thạnh, 5.3mx6.9m, 3tầng BTCT, nhỉnh 4tỷTL",4600000000,"184,000",38,5.3,6.9,2,3,Quan Binh Thanh,4842.11,,
House,Bán nhà mặt tiền 9x45m giá 49 tỷ Đường Lê Văn Khương,49000000000,"1,960,000",405,9,45,1,2,Quan 12,4839.51,,
House,"SIÊU PHẨM NHÀ 3 TẦNG CÓ SÂN THƯỢNG, HẺM OTO TRUNG TÂM QUẬN 2 GẦN BV LÊ VĂN THỊNH - SỔ HOÀN CÔNG",6890000000,"275,600",57,4.5,13.3,4,4,Quan 2,4835.09,,
House,SIÊU PHẨM NHÀ 4 TẦNG - TÂN BÌNH - 5.8 TỶ -  NỘI THẤT CAO CẤP -  ĂN TẾT MỚI NHÀ MỚI!,5800000000,"232,000",48,9.5,5.5,4,4,Quan Tan Binh,4833.33,,
House,SIÊU PHẨM NHÀ 4 TẦNG - TÂN BÌNH - 5.8 TỶ -  NỘI THẤT CAO CẤP -  ĂN TẾT MỚI NHÀ MỚI!,5800000000,"232,000",48,9.5,5.5,4,4,Quan Tan Binh,4833.33,,
Land,"MẶT TIỀN NGUYỄN KIỆM-GÒ VẤP 45M2 x 3 TẦNG, THUÊ 20 TRIỆU, NHỈNH 5 TỶ",5790000000,"231,600",48,4,12,6,6,Quan Go Vap,4825,,
Land,"MẶT TIỀN NGUYỄN KIỆM-GÒ VẤP 45M2 x 3 TẦNG, THUÊ 20 TRIỆU, NHỈNH 5 TỶ",5790000000,"231,600",48,4,12,6,6,Quan Go Vap,4825,,
Land,"MẶT TIỀN NGUYỄN KIỆM-GÒ VẤP 45M2 x 3 TẦNG, THUÊ 20 TRIỆU, NHỈNH 5 TỶ",5790000000,"231,600",48,4,12,6,6,Quan Go Vap,4825,,
Land,"MẶT TIỀN NGUYỄN KIỆM-GÒ VẤP 45M2 x 3 TẦNG, THUÊ 20 TRIỆU, NHỈNH 5 TỶ",5790000000,"231,600",48,4,12,6,6,Quan Go Vap,4825,,
Land,"MẶT TIỀN NGUYỄN KIỆM-GÒ VẤP 45M2 x 3 TẦNG, THUÊ 20 TRIỆU, NHỈNH 5 TỶ",5790000000,"231,600",48,4,12,6,6,Quan Go Vap,4825,,
House,"Nhà Q10 - gần chợ hòa hưng , vạn hạnh mall - hẻm 3m thông - cách 10m ra tô hiến thành - 68m2",8200000000,"328,000",68,5,15,3,2,Quan 10,4823.53,,
House,GẤP BÁN NHÀ 4 TẦNG - SỔ VUÔNG VỨC HOÀN CÔNG ĐẦY ĐỦ - CHỈ 4.9 TỶ,5300000000,"212,000",44,3.9,11,3,3,Quan Go Vap,4818.18,,
House,"Bán nhà  phường Tân Quy quận 7 gia chỉ 6.5 tỷ mặt tiền số 51 45m2 2 tầng 3,8 x 12",6500000000,"260,000",54,3.8,12,4,3,Quan 7,4814.81,,
House,"Bán nhà  phường Tân Quy quận 7 gia chỉ 6.5 tỷ mặt tiền số 51 45m2 2 tầng 3,8 x 12",6500000000,"260,000",54,3.8,12,4,3,Quan 7,4814.81,,
Land,"Mặt tiền 3 tầng, Góc 2 MT kinh doanh đỉnh, khu họ Lê chỉ 2,4 tỷ, Phường Phú Thọ Hòa, Tân Phú.",2400000000,"96,000",20,4,5,3,3,Quan Tan Phu,4800,,
House,[Ô TÔ ĐẬU TRƯỚC CỬA] - NHÀ 3 TẦNG - NGAY TRUNG TÂM Q7 - HUỲNH TẤN PHÁT - TÂN THUẬN TÂY,5400000000,"216,000",45,3,15,4,3,Quan 7,4800,,
House,"NHÀ TÂN BÌNH - NGUYỄN TRỌNG TUYỂN GẦN MẶT TIỀN - XE HƠI ĐỖ CỬA - 50M 
DÀI 12M - NỞ HẬU TÀI LỘC -",6000000000,"240,000",50,4.3,12,3,3,Quan Tan Binh,4800,,
House,"NHÀ TÂN BÌNH - NGUYỄN TRỌNG TUYỂN GẦN MẶT TIỀN - XE HƠI ĐỖ CỬA - 50M 
DÀI 12M - NỞ HẬU TÀI LỘC -",6000000000,"240,000",50,4.3,12,3,3,Quan Tan Binh,4800,,
House,Chính chủ cần bán gấp nhà hẻm xe tải Điện Biên Phủ Quận Bình Thạnh,7200000000,"288,000",60,6,10,3,2,Quan Binh Thanh,4800,,
Land,"12 TỶ CÓ NGAY MẶT TIỀN ĐƯỜNG SỐ KINH DOANH GẦN CHỢ TÂN QUY, 3 TẦNG NGANG 5 NỞ HẬU",12000000000,"480,000",100,5,20,7,7,Quan 7,4800,,
House,"Bán nhà 2Tầng Nam Hòa P.Phước Long A, TP.Thủ Đức DT 52m2 chỉ nhỉnh 5.99Tỷ Tặng Full nội thất xịn",5990000000,"239,600",50,4,13,3,3,Quan 9,4792,,
House,"Bán nhà Mặt Tiền LÊ TRỌNG TẤN 81m2, Mặt Tiền ngang 6m2 x 13.5m2 giá chỉ 9 tỷ nhỉnh.",9700000000,"388,000",81,6,13.5,6,4,Quan Binh Tan,4790.12,,
House,"Bán nhà riêng quận 7 66m2 4 tầng 4pn phường Phú Thuận giá chỉ 7,9 tỷ",7900000000,"316,000",66,5,13,4,5,Quan 7,4787.88,,
House,"Bán nhà riêng quận 7 66m2 4 tầng 4pn phường Phú Thuận giá chỉ 7,9 tỷ",7900000000,"316,000",66,5,13,4,5,Quan 7,4787.88,,
House,"BÁN NHÀ ĐẸP NGUYỄN BỈNH KHIÊM, P.1, GÒ VẤP - 54M² - 3 TẦNG - 4PN - GIÁ CHỈ 6.45 TỶ",6450000000,"258,000",54,3,16,4,3,Quan Go Vap,4777.78,,
House,"BÁN NHÀ MỚI 3 TẦNG, 4PN - NGANG  HƠN 4M, HẺM THẲNG 1 TRỤC, PHƯỜNG TÂN HƯNG, QUẬN 7",3700000000,"148,000",31,4.3,7,4,3,Quan 7,4774.19,,
House,"Bán nhà Tây Thạnh gần Aeon Tân phú, 3 tầng, diện tích: 4.1x10 (41m2), giá: 4xx tỷ",4890000000,"195,600",41,4.1,10,3,3,Quan Tan Phu,4770.73,,
House,Bình Thạnh - 52m2 - 4 Tầng - SHR - Chỉ 6 Tỷ 18,6180000000,"247,200",52,4,13,4,5,Quan Binh Thanh,4753.85,,
Land,Mặt tiền hẻm Hoàng Minh Đạo xe hơi 4x17 chỉ 8 tỷ 2,8200000000,"328,000",69,4,17,4,3,Quan 8,4753.62,,
House,Nguyễn Văn Đậu Bình Thạnh - 4x13 - 4 Tầng - Nở hậu - 6 Tỷ 17,6170000000,"246,800",52,4,13,4,5,Quan Binh Thanh,4746.15,,
House,NHÀ MỚI 46M - 4 TẦNG - HẺM 6M - CÁCH MT VÀI BƯỚC - 2 PHÚT QUA AEON TÂN PHÚ NHỈNH 5 TỶ,5450000000,"218,000",46,4,11.5,4,5,Quan Binh Tan,4739.13,,
House,"4PN, 3 TẦNG, BÁN NHÀ PHAN HUY ÍCH, HẺM XE HƠI, P12 GÒ VẤP, NHỈNH 4 TỶ",3790000000,"151,600",32,4,8,4,3,Quan Go Vap,4737.5,,
House,"BÁN NHÀ 48M2, NGÕ NGUYỄN VĂN KHỐI, GÒ VẤP, 5.6 TỶ, 2 TẦNG, 3PN",5680000000,"227,200",48,4,12,3,3,Quan Go Vap,4733.33,,
House,BÁN NHÀ 4 TẦNG CÓ THANG MÁY KHU JAMONA QUẬN 7 NGANG 9.3M DÀI 20M 22 TỶ,22000000000,"880,000",186,9.3,20,6,6,Quan 7,4731.18,,
House,BÁN NHÀ 4 TẦNG CÓ THANG MÁY KHU JAMONA QUẬN 7 NGANG 9.3M DÀI 20M 22 TỶ,22000000000,"880,000",186,9.3,20,6,6,Quan 7,4731.18,,
House,BÁN NHÀ 4 TẦNG CÓ THANG MÁY KHU JAMONA QUẬN 7 NGANG 9.3M DÀI 20M 22 TỶ,22000000000,"880,000",186,9.3,20,6,6,Quan 7,4731.18,,
House,BÁN NHÀ 4 TẦNG CÓ THANG MÁY KHU JAMONA QUẬN 7 NGANG 9.3M DÀI 20M 22 TỶ,22000000000,"880,000",186,9.3,20,6,6,Quan 7,4731.18,,
House,BÁN NHÀ 4 TẦNG CÓ THANG MÁY KHU JAMONA QUẬN 7 NGANG 9.3M DÀI 20M 22 TỶ,22000000000,"880,000",186,9.3,20,6,6,Quan 7,4731.18,,
House,"Bán nhà Hẻm xe hơi Hòa Hảo Phường 5 Quận 10, 3.7x12, 2 tầng chỉ 5,2 tỷ",5200000000,"208,000",44,3.7,12,2,3,Quan 10,4727.27,,
House,"BÁN NHÀ LÃ XUÂN OAI, TNPA TRUNG TÂM Q9 - HẺM OTO NHÀ MỚI ĐẸP CHỈ VIỆC VÀO Ở NGAY KO CẦN SỬA CHỮA,",5900000000,"236,000",50,4,12,4,3,Quan 9,4720,,
House,"+ 👉 SỐC SIÊU PHẨM NGỘP BÁN NHÀ TÂN PHÚ 3,5*8 4 LẦU NHỈNH 3 TỶ",3300000000,"132,000",28,35,8,3,3,Quan Tan Phu,4714.29,,
House,"42m2! Sát Q1! Bán nhà Võ Duy Ninh, P22. Ngay Thị Nghè, Thảo Cầm Viên, Thủ Thiêm, Q2. LH: 0938159985",4950000000,"198,000",42,3.5,11,3,2,Quan Binh Thanh,4714.29,,
House,"Bán nhà HXH Hòa Hảo Quận 10, 3.8x12, 3 tầng chỉ 5.3 tỷ.",5300000000,"212,000",45,3.8,12,2,3,Quan 10,4711.11,,
House,Nhà cách mặt tiền Ba Đình 1 căn ko vướng qui hoạch P9Q8,3880000000,"155,200",33,5.5,6,1,1,Quan 8,4703.03,,
House,💥 💥 HẺM XE HƠI - NGAY LÊ VĂN QUỚI - NGÃ TƯ 4 XÃ - NHÀ MỚI ĐẸP 2 TẦNG BTCT - 32M2 - SÁT MẶT TIỀN,3750000000,"150,000",32,3.8,9,2,2,Quan Binh Tan,4687.5,,
